BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
4261756;-33.463.437;-70.854.498;ESTERO DEL COBRE 1950;PUDAHUEL;-0,334634;-0,708545
4261759;-3.344.917;-70.614.048;SUCRE 1687;ÑUÑOA;-0,334492;-0,706140
4261762;-33.441.084;-70.603.021;AV RICARDO LYON 2212;PROVIDENCIA;-0,334411;-0,706030
4261763;-33.306.713;-70.848.733;RUTA G-16 0;LAMPA;-0,333067;-0,708487
4261781;-33.453.697;-706.694;AV ESPAÑA 397;SANTIAGO;-0,334537;-7,066940
4264482;-33.398.377;-70.551.314;BOCACCIO 45;LAS CONDES;-0,333984;-0,705513
4264484;-33.325.728;-70.768.062;SANTA CECILIA 4490;LAMPA;-0,333257;-0,707681
4264485;-33.471.768;-70.609.893;CASTILLO URIZAR 1850;ÑUÑOA;-0,334718;-0,706099
4264489;-33.401.105;-71.160.802;CAMINO EL TORO NORTE 5 0;CURACAVI;-0,334011;-0,711608
4264495;-33.469.791;-70.751.814;AV. EL DESCANSO 917;MAIPÚ;-0,334698;-0,707518
4264497;-33.541.569;-70.677.575;TRINIDAD RAMIREZ 720;LA CISTERNA;-0,335416;-0,706776
4264498;-33.615.364;-70.630.253;EL OLIVAR 2795;LA PINTANA;-0,336154;-0,706303
4264505;-33.671.202;-70.943.339;AV BERNARDO O´HIGGINS 2497;TALAGANTE;-0,336712;-0,709433
4271281;-33.425.282;-70.605.648;CARMEN SYLVA 2326;PROVIDENCIA;-0,334253;-0,706056
4272119;-33.468.179;-70.750.504;LONGITUDINAL 872;MAIPÚ;-0,334682;-0,707505
4272121;-33.370.638;-70.503.994;SAN JOSE DE LA SIERRA 93;LAS CONDES;-0,333706;-0,705040
4272123;-33.371.964;-70.515.232;AV LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4272128;-33.758.044;-70.726.808;TENIENTE MERINO 670;LINDEROS;-0,337580;-0,707268
4272154;-33.439.143;-7.062.645;RICARDO MATTE PEREZ 483;PROVIDENCIA;-0,334391;-0,706265
4272157;-33.569.045;-70.573.513;VOLCAN TUPUNGATITO 3917;PUENTE ALTO;-0,335690;-0,705735
4281184;-33.058.909;-71.335.817;EL RINCON DE LAS PARINAS 724;VILLA ALEMANA;-0,330589;-0,713358
4281186;-33.483.154;-70.601.288;MADRESELVAS 3020;MACUL;-0,334832;-0,706013
4281188;-33.305.331;-70.694.661;CAMINO DEL MUSICO SUR 10590;COLINA;-0,333053;-0,706947
4281190;-33.455.036;-70.602.639;LOS TRES ANTONIOS 55;ÑUÑOA;-0,334550;-0,706026
4281202;-33.390.383;-7.054.104;AV LAS CONDES 9321;LAS CONDES;-0,333904;-0,705410
4281203;-33.393.581;-70.545.553;LAS VERBENAS 8925;LAS CONDES;-0,333936;-0,705456
4281204;-33.449.141;-70.825.676;MAR EGEO SUR 548;PUDAHUEL;-0,334491;-0,708257
4284034;-3.349.147;-71.077.992;LO OVALLE 54-B;MARIA PINTO;-0,334915;-0,710780
4284036;-33.371.964;-70.515.232;AV LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4284039;-33.328.057;-70.504.404;SAN GALLEN 45;LO BARNECHEA;-0,333281;-0,705044
4284047;-33.396.385;-70.565.464;AV PRESIDENTE KENNEDY LATERAL 6575;LAS CONDES;-0,333964;-0,705655
4284052;-33.452.816;-7.064.871;ARTURO PRAT 621;SANTIAGO;-0,334528;-0,706487
4284056;-33.458.907;-70.699.367;CORONEL SOUPER 4660;ESTACIÓN CENTRAL;-0,334589;-0,706994
4284059;-33.442.024;-70.634.317;DIAGONAL PARAGUAY 24;SANTIAGO;-0,334420;-0,706343
4284068;-33.457.117;-7.060.418;AV JOSE DOMINGO CAÑAS 2640;ÑUÑOA;-0,334571;-0,706042
4284079;-33.561.325;-70.590.181;MARIA ELENA 370;LA FLORIDA;-0,335613;-0,705902
4284084;-3.341.535;-70.567.208;MARTIN DE ZAMORA 5857;LAS CONDES;-0,334154;-0,705672
4284088;-33.371.964;-70.515.232;AV LAS CONDES 12587;LAS CONDES;-0,333720;-0,705152
4284089;-33.437.868;-70.634.018;RAMON CARNICER 5;PROVIDENCIA;-0,334379;-0,706340
4284090;-33.512.789;-70.707.052;PASAJE AERODROMO GUARDA MARINA ZAÑARTU 7720;CERRILLOS;-0,335128;-0,707071
4284091;-33.417.692;-70.572.218;SEBASTIAN ELCANO 938;LAS CONDES;-0,334177;-0,705722
4284100;-33.556.889;-70.580.309;PASAJE PEULLA 429;LA FLORIDA;-0,335569;-0,705803
4284200;-33.356.825;-70.670.655;AV PEDRO FONTOVA 7150;COLINA;-0,333568;-0,706707
4284211;-33.489.724;-70.575.904;MAR TIRRENO 3610;PEÑALOLEN;-0,334897;-0,705759
4284213;-33.489.724;-70.575.904;MAR TIRRENO 3610;PEÑALOLEN;-0,334897;-0,705759
4284216;-3.344.915;-70.653.446;NATANIEL COX 223;SANTIAGO;-0,334492;-0,706534
4284217;-33.448.816;-70.666.364;ECHAURREN 40;SANTIAGO;-0,334488;-0,706664
4284219;-3.354.317;-70.645.004;GENERAL BARCELO LIRA 1735;SAN RAMÓN;-0,335432;-0,706450
4284220;-33.485.878;-70.596.744;PREMIO NOVEL 3450;MACUL;-0,334859;-0,705967
4284224;-33.431.999;-70.622.783;CALLE HUELEN 95;PROVIDENCIA;-0,334320;-0,706228
4285665;-33.456.982;-70.618.004;EDUARDO CASTILLO VELASCO 1344;ÑUÑOA;-0,334570;-0,706180
4285667;-33.394.361;-70.566.216;BENITO JUAREZ 1128;VITACURA;-0,333944;-0,705662
4285668;-33.760.548;-70.725.925;TENIENTE MERINO 670;LINDEROS;-0,337605;-0,707259
4286372;-33.449.252;-70.596.061;HOLANDA 3337;ÑUÑOA;-0,334493;-0,705961
4292513;-3.295.029;-71.541.011;JOSE MARIA ESCRIVA DE BALAGUER 720;CON CON;-0,329503;-0,715410
4292515;-33.378.331;-70.606.626;CAMINO LA PIRAMIDE 6061;HUECHURABA;-0,333783;-0,706066
4293260;-33.414.912;-70.565.791;MARTIN DE ZAMORA 6082;LAS CONDES;-0,334149;-0,705658
4293267;-33.505.533;-705.255;CAMINO LA PRADERA 4970;PEÑALOLEN;-0,335055;-7,052550
4300966;-33.444.861;-70.642.686;CARMEN 120;SANTIAGO;-0,334449;-0,706427
4301730;-3.347.286;-70.598.649;AV JOSE PEDRO ALESSANDRI 2000;ÑUÑOA;-0,334729;-0,705986
4302429;-33.391.949;-70.547.445;AV PADRE HURTADO NORTE 330;LAS CONDES;-0,333919;-0,705474
4302433;-33.314.001;-70.652.567;LOS MAITENES 16390;COLINA;-0,333140;-0,706526
4302434;-33.027.755;-71.544.529;VIANA 1255;VIÑA DEL MAR;-0,330278;-0,715445
4302435;-33.491.103;-70.658.066;AV SALVADOR ALLENDE 1400;SAN MIGUEL;-0,334911;-0,706581
4302436;-33.353.222;-70.662.397;QUEBRADA LOS POZOS 1196;HUECHURABA;-0,333532;-0,706624
4302441;-3.352.485;-7.065.438;FERNANDEZ ALBANO 565;LA CISTERNA;-0,335249;-0,706544
4302445;-33.505.748;-70.757.989;LIBERTAD 30;MAIPÚ;-0,335057;-0,707580
4302446;-33.409.354;-70.574.875;WARREN SMITH 67;LAS CONDES;-0,334094;-0,705749
4302447;-33.527.397;-7.058.652;JUAN DE PINEDA 8063;LA FLORIDA;-0,335274;-0,705865
4302448;-33.483.219;-70.600.802;MADRESELVAS 3071;MACUL;-0,334832;-0,706008
4302449;-33.452.365;-70.624.282;AV CONDELL 1872;ÑUÑOA;-0,334524;-0,706243
4302452;-33.525.413;-7.058.885;COLOMBIA 7738;LA FLORIDA;-0,335254;-0,705889
4302455;-33.455.188;-70.758.278;PASAJE LOS PINOS 486;PUDAHUEL;-0,334552;-0,707583
4302457;-33.064.486;-71.429.356;LAS ELENAS 2015;QUILPUE;-0,330645;-0,714294
4302458;-33.400.761;-70.572.036;CERRO COLORADO 6028;LAS CONDES;-0,334008;-0,705720
4306031;-33.531.388;-70.675.548;PEDRO AGUIRRE CERDA 909;LA CISTERNA;-0,335314;-0,706755
4308533;-33.364.612;-70.515.296;RAUL LABBE 12630;LO BARNECHEA;-0,333646;-0,705153
4308537;-33.412.498;-70.574.321;NEVERIA 5160;LAS CONDES;-0,334125;-0,705743
4308542;-33.435.512;-70.600.483;CALIFORNIA 2442;PROVIDENCIA;-0,334355;-0,706005
4309514;-33.477.635;-70.625.619;PALESTRINA 2785;SAN JOAQUÍN;-0,334776;-0,706256
4309519;-33.450.909;-70.648.833;SANTA ISABEL 951;SANTIAGO;-0,334509;-0,706488
4309522;-33.533.807;-70.777.831;PASAJE ANDRES BELLO 509;MAIPÚ;-0,335338;-0,707778
4309523;-33.416.496;-70.603.005;ENCOMENDEROS 212;LAS CONDES;-0,334165;-0,706030
4309526;-33.664.197;-70.875.694;CAMINO EL OLIVETO 2000;TALAGANTE;-0,336642;-0,708757
4309527;-33.664.197;-70.875.694;CAMINO EL OLIVETO 2000;TALAGANTE;-0,336642;-0,708757
4309528;-3.358.321;-70.588.832;RIMBAUD 3040;PUENTE ALTO;-0,335832;-0,705888
4309533;-33.558.314;-70.554.155;AV DIEGO PORTALES 5960;PUENTE ALTO;-0,335583;-0,705542
4309534;-33.464.403;-7.062.435;SAN EUGENIO 1331;ÑUÑOA;-0,334644;-0,706244
4309541;-33.422.331;-70.644.713;AVENIDA RECOLETA 877;RECOLETA;-0,334223;-0,706447
4309545;-3.357.713;-70.800.701;PJE JUSTICIA ACUÑA 1295;PADRE HURTADO;-0,335771;-0,708007
4309546;-33.393.613;-70.557.638;AV PRESIDENTE KENNEDY 7447;LAS CONDES;-0,333936;-0,705576
4309549;-33.413.066;-70.509.369;SAN RAMON SUR-CASA 8 2910;LAS CONDES;-0,334131;-0,705094
4309552;-33.524.814;-70.654.439;FERNADEZ ALBANO 565;LA CISTERNA;-0,335248;-0,706544
4309554;-33.571.313;-7.056.914;LOS ÑANDUES 3702;PUENTE ALTO;-0,335713;-0,705691
4309555;-33.456.217;-70.606.947;RAFAEL PRADO 250;ÑUÑOA;-0,334562;-0,706069
4309556;-33.436.417;-70.653.625;SANTO DOMINGO 1161;SANTIAGO;-0,334364;-0,706536
4309557;-33.453.589;-70.660.114;AVENIDA EJERCITO LIBERTADOR 542;SANTIAGO;-0,334536;-0,706601
4310005;-33.487.319;-70.644.853;ALCALDE PEDRO ALARCON 834;SAN MIGUEL;-0,334873;-0,706449
4312933;-33.572.866;-70.817.077;SAN IGNACIO 268;PADRE HURTADO;-0,335729;-0,708171
4312944;-33.504.454;-70.661.854;TERCERA AVENIDA 1417;SAN MIGUEL;-0,335045;-0,706619
4313027;-3.348.335;-70.600.702;MADRESELVAS 3071;MACUL;-0,334834;-0,706007
4314266;-33.405.039;-70.584.887;CERRO LA PARVA 998;LAS CONDES;-0,334050;-0,705849
4315010;-33.400.689;-70.571.387;CERRO COLORADO 6036;LAS CONDES;-0,334007;-0,705714
4315224;-33.449.915;-70.641.606;SANTA ISABEL 502;SANTIAGO;-0,334499;-0,706416
4315225;-33.416.081;-70.674.192;LONGITUDINAL CINCO 658;INDEPENDENCIA;-0,334161;-0,706742
4315233;-33.532.407;-70.574.997;AV LA FLORIDA 8927;LA FLORIDA;-0,335324;-0,705750
4315240;-33.476.798;-70.597.259;LOS ESPINOS 3365;MACUL;-0,334768;-0,705973
4315242;-33.415.022;-70.602.829;HELVECIA 240;LAS CONDES;-0,334150;-0,706028
4315244;-3.342.469;-70.579.364;RODRIGO DE TRIANA 4333;LAS CONDES;-0,334247;-0,705794
4316631;-33.512.507;-7.060.746;VICUÑA MACKENNA ORIENTE 6197;LA FLORIDA;-0,335125;-0,706075
4319411;-33.454.847;-71.652.803;LOS JASCINTOS 1351;VALPARAISO;-0,334548;-0,716528
4319413;-33.542.838;-70.580.687;AV COLOMBIA 9470;LA FLORIDA;-0,335428;-0,705807
4319414;-33.613.534;-70.541.496;LOMA DEL SOL 3004;PUENTE ALTO;-0,336135;-0,705415
4319415;-33.406.685;-70.666.192;HIPODROMO CHILE 1820;INDEPENDENCIA;-0,334067;-0,706662
4319416;-33.434.684;-7.061.207;SILVINA HURTADO 1780;PROVIDENCIA;-0,334347;-0,706121
4319417;-33.522.359;-70.586.997;WALKER MARTINEZ 1000;LA FLORIDA;-0,335224;-0,705870
4319418;-3.352.269;-70.563.206;ONGOLMO 7471;LA FLORIDA;-0,335227;-0,705632
4319420;-33.409.054;-70.570.925;ROSARIO NORTE 24;LAS CONDES;-0,334091;-0,705709
4319421;-33.354.377;-70.751.062;MANILA 866;QUILICURA;-0,333544;-0,707511
4319433;-33.390.446;-70.541.115;AV LAS CONDES 9315;LAS CONDES;-0,333904;-0,705411
4319437;-33.507.453;-70.659.918;QUINTA AVENIDA 1277;SAN MIGUEL;-0,335075;-0,706599
4319441;-33.450.914;-7.059.407;JORGE WASHINGTON 450;ÑUÑOA;-0,334509;-0,705941
4319443;-33.535.391;-70.797.232;GALAXIA SUR 849;MAIPÚ;-0,335354;-0,707972
4319445;-33.569.701;-70.821.733;SANTA HERMINIA 140;PADRE HURTADO;-0,335697;-0,708217
4319447;-3.345.261;-70.615.895;AV MIGUEL CLARO 2550;ÑUÑOA;-0,334526;-0,706159
4321727;-33.564.476;-70.562.034;BIARRITZ 5240;PUENTE ALTO;-0,335645;-0,705620
4328560;-33.650.257;-70.927.584;ALTO HOSPICIO 308;TALAGANTE;-0,336503;-0,709276
4328563;-33.349.521;-70.665.538;CAMINO EL ROBLE 1250;HUECHURABA;-0,333495;-0,706655
4330507;-33.584.001;-7.070.357;URMENETA 58;SAN BERNARDO;-0,335840;-0,707036
4337046;-33.492.945;-70.650.764;BERLIN 1035;SAN MIGUEL;-0,334929;-0,706508
4337132;-33.405.284;-70.583.843;CERRO LA PARVA 980;LAS CONDES;-0,334053;-0,705838
4337153;-33.408.418;-70.573.608;FLOR DE AZUCENA 89;LAS CONDES;-0,334084;-0,705736
4337154;-34.203.129;-70.667.877;LAS ESPUELAS 113;MACHALI;-0,342031;-0,706679
4342168;-33.418.579;-70.559.262;FONTANA ROSA 6731;LAS CONDES;-0,334186;-0,705593
4342182;-3.291.964;-71.519.668;CRUZ DEL SUR 0;QUINTERO;-0,329196;-0,715197
4345898;-33.447.044;-70.598.966;GENERAL JOSE ARTIGAS 3055;ÑUÑOA;-0,334470;-0,705990
4346303;-33.406.394;-70.556.274;LEONARDO DA VINCI 7040;LAS CONDES;-0,334064;-0,705563
4346309;-33.370.867;-70.687.386;BARRANQUILLA 2062;CONCHALÍ;-0,333709;-0,706874
4348607;-33.473.394;-70.621.006;ZAÑARTU 1111;ÑUÑOA;-0,334734;-0,706210
4364088;-334.831;-7.076.469;LAGUNA VERDE ORIENTE 19;MAIPÚ;-3,348310;-0,707647
4364089;-33.440.048;-70.573.638;AMAPOLAS 5565;ÑUÑOA;-0,334400;-0,705736
4364091;-3.342.642;-70.617.274;ANTONIO BELLET 90;PROVIDENCIA;-0,334264;-0,706173
4364095;-33.384.466;-70.609.871;RINCONADA EL SALTO 935;HUECHURABA;-0,333845;-0,706099
4364098;-33.447.846;-70.634.334;SANTA ISABEL 199;SANTIAGO;-0,334478;-0,706343
4364107;-33.513.726;-70.598.558;FROILAN LAGOS SEPULVEDA 1194;LA FLORIDA;-0,335137;-0,705986
4364111;-33.452.834;-70.595.478;GERONA 3402;ÑUÑOA;-0,334528;-0,705955
4364112;-33.447.227;-70.638.458;ANGAMOS 339;SANTIAGO;-0,334472;-0,706385
4364113;-33.474.577;-70.745.762;SAN FRANCISCO DE ASIS 5113;MAIPÚ;-0,334746;-0,707458
4364119;-33.602.978;-7.086.741;PSJE WAGNER 1313;PEÑAFLOR;-0,336030;-0,708674
4370492;-33.407.729;-70.546.115;AV APOQUINDO 8340;LAS CONDES;-0,334077;-0,705461
4370493;-3.342.084;-70.602.677;SAN PIO X 2555;PROVIDENCIA;-0,334208;-0,706027
4372707;-33.040.188;-71.593.185;CARMEN 426;VALPARAISO;-0,330402;-0,715932
4372709;-33.530.937;-70.676.062;PASAJE POMAIRE 8662;LA CISTERNA;-0,335309;-0,706761
4372711;-3.340.312;-70.555.008;RAFAEL SANZIO 77;LAS CONDES;-0,334031;-0,705550
4372712;-33.486.024;-70.599.303;AV MACUL 3474;MACUL;-0,334860;-0,705993
4372713;-33.524.599;-70.586.901;JUAN DE PINEDA 7704;LA FLORIDA;-0,335246;-0,705869
4372715;-33.420.917;-70.577.313;FELIX DE AMESTI 963;LAS CONDES;-0,334209;-0,705773
4372716;-3.349.095;-70.739.018;ALASKA 1427;MAIPÚ;-0,334910;-0,707390
4372718;-33.429.502;-70.672.886;YUNGAY 2570;SANTIAGO;-0,334295;-0,706729
4372719;-33.425.406;-70.721.478;LO LOPEZ 1641;CERRO NAVIA;-0,334254;-0,707215
4372720;-33.513.937;-70.592.625;LAGO PIRIHUEICO 6502;LA FLORIDA;-0,335139;-0,705926
4372721;-33.599.289;-70.882.856;PASAJE ARBOLEDA, 2859 2859;PEÑAFLOR;-0,335993;-0,708829
4372726;-33.567.807;-70.588.677;PJE MENORCA 245;LA FLORIDA;-0,335678;-0,705887
4372727;-33.525.552;-70.761.873;NUEVA SAN MARTIN 320;MAIPÚ;-0,335256;-0,707619
4372731;-33.409.887;-70.545.806;RIO TAJO 8176;LAS CONDES;-0,334099;-0,705458
4372732;-33.445.268;-70.598.847;GENERAL JOSE ARTIGAS 2896;ÑUÑOA;-0,334453;-0,705988
4372736;-33.533.367;-70.790.877;ANTARTICA CHILENA 2725;MAIPÚ;-0,335334;-0,707909
4372737;-33.073.044;-7.143.113;LAS ISLITAS 3112;QUILPUE;-0,330730;-0,714311
4372738;-33.426.532;-70.684.815;NICOLAS PALACIOS 1641;QUINTA NORMAL;-0,334265;-0,706848
4372741;-33.472.074;-70.605.756;ZAÑARTU 2560;ÑUÑOA;-0,334721;-0,706058
4372743;-33.545.599;-70.681.703;FLORA TORRES 9856;EL BOSQUE;-0,335456;-0,706817
4372745;-32.833.272;-70.592.096;PASAJE A 1544;LOS ANDES;-0,328333;-0,705921
4372750;-33.440.784;-70.573.624;ARTURO MEDINA 5541;ÑUÑOA;-0,334408;-0,705736
4374619;-33.556.067;-70.791.728;LA LIGUSTRINA 399;MAIPÚ;-0,335561;-0,707917
4374620;-33.496.808;-70.773.981;BELLAVISTA 3250;MAIPÚ;-0,334968;-0,707740
4374621;-33.427.833;-70.569.241;SEBASTIAN ELCANO 1752;LAS CONDES;-0,334278;-0,705692
4374622;-33.496.947;-70.666.245;JULIETA 5085;PEDRO AGUIRRE CERDA;-0,334969;-0,706662
4374623;-33.453.805;-70.661.337;VERGARA 548;SANTIAGO;-0,334538;-0,706613
4374625;-33.603.364;-70.895.018;IRARRAZAVAL 400;PEÑAFLOR;-0,336034;-0,708950
4374627;-33.424.842;-70.616.078;FRANCISCO ANTONIO ENCINA 1781;PROVIDENCIA;-0,334248;-0,706161
4374987;-33.426.306;-70.600.666;CARLOS ANTUNEZ 2554;PROVIDENCIA;-0,334263;-0,706007
4375873;-33.364.629;-70.669.903;SANETA ELENA DE HUECHURABA 1398;HUECHURABA;-0,333646;-0,706699
4377578;-3.307.549;-7.072.286;LOS ALAMOS 18;COLINA;-0,330755;-0,707229
4378214;-33.524.599;-70.586.901;JUAN DE PINEDA 7704;LA FLORIDA;-0,335246;-0,705869
4378215;-33.449.311;-70.649.198;ARTURO PRAT 324;SANTIAGO;-0,334493;-0,706492
4378217;-33.504.973;-70.716.582;EL MIRADOR 153;CERRILLOS;-0,335050;-0,707166
4378219;-33.466.953;-70.709.575;EL ESCORIAL 407;ESTACIÓN CENTRAL;-0,334670;-0,707096
4378221;-33.515.185;-7.059.926;FROILAN ROA 6727;LA FLORIDA;-0,335152;-0,705993
4378301;-33.515.382;-70.607.435;VICUÑA MACKENNA PONIENTE 6491;LA FLORIDA;-0,335154;-0,706074
4379185;-33.577.138;-70.800.705;PASAJE JUSTICIA ACUÑA 1295;PADRE HURTADO;-0,335771;-0,708007
4379808;-33.441.655;-70.659.419;AGUSTINAS 1612;SANTIAGO;-0,334417;-0,706594
4379811;-33.223.948;-70.844.724;LO FONTECILLA 0;LAMPA;-0,332239;-0,708447
4379812;-33.486.802;-70.647.417;ALCALDE PEDRO ALARCON 932;SAN MIGUEL;-0,334868;-0,706474
4390154;-33.433.596;-70.617.998;ELIODORO YAÑEZ 1245;PROVIDENCIA;-0,334336;-0,706180
4429834;-33.450.006;-70.665.556;ABDON CIFUENTES 150;SANTIAGO;-0,334500;-0,706656
4430221;-33.478.986;-70.744.148;MONVOISIN 90;MAIPÚ;-0,334790;-0,707441
4430771;-3.344.961;-70.636.301;RAULI 596;SANTIAGO;-0,334496;-0,706363
4432871;-33.377.025;-7.062.167;LAS PETUNIAS 201;HUECHURABA;-0,333770;-0,706217
4448523;-3.348.335;-70.600.702;MADRESELVAS 3071;MACUL;-0,334834;-0,706007
4461977;-33.427.124;-70.551.167;CAÑUMANQUI 1782;LAS CONDES;-0,334271;-0,705512
4471921;-33.457.834;-70.669.843;ALMIRANTE BLANCO ENCALADA 2501;SANTIAGO;-0,334578;-0,706698
4472028;-33.525.047;-70.599.453;LAS ACACIAS 7700;LA FLORIDA;-0,335250;-0,705995
4472186;-33.401.338;-70.510.388;SAN CARLOS DE APOQUINDO 1773;LAS CONDES;-0,334013;-0,705104
4472321;-33.459.672;-70.598.118;JOSE PEDRO ALESSANDRI 557;ÑUÑOA;-0,334597;-0,705981
4472324;-33.448.942;-70.638.433;SANTA ISABEL 361;SANTIAGO;-0,334489;-0,706384
4472462;-33.350.881;-70.748.819;PASAJE BESAKIH 305;QUILICURA;-0,333509;-0,707488
4473939;-33.525.955;-70.780.274;GERMAN GARCES 1595;MAIPÚ;-0,335260;-0,707803
4473940;-3.355.283;-70.622.374;MONVOISIN 10224;LA GRANJA;-0,335528;-0,706224
4473941;-33.452.023;-70.607.802;MANAGUA 2222;ÑUÑOA;-0,334520;-0,706078
4473942;-3.346.727;-705.986;JOSE PEDRO ALESSANDRI 1363;ÑUÑOA;-0,334673;-7,059860
4473943;-33.443.559;-70.660.045;AV MANUEL RODRIGUEZ 75;SANTIAGO;-0,334436;-0,706600
4473944;-33.453.829;-70.659.925;AVENIDA EJERCITO 560;SANTIAGO;-0,334538;-0,706599
4473946;-33.543.038;-70.666.453;GRAN AVENIDA JOSE MIGUEL CARRERA 9253;LA CISTERNA;-0,335430;-0,706665
4473947;-33.448.904;-70.642.766;SANTA VICTORIA 562;SANTIAGO;-0,334489;-0,706428
4473952;-33.557.601;-70.783.131;AV JOSE LUIS INFANTE 1464;MAIPÚ;-0,335576;-0,707831
4474777;-33.470.208;-7.062.628;DIAGONAL VICUÑA MACKENNA 2004;SANTIAGO;-0,334702;-0,706263
4474780;-33.462.671;-70.600.261;EXEQUIEL FERNANDEZ 863;ÑUÑOA;-0,334627;-0,706003
4474783;-33.449.911;-70.640.051;MANUEL ANTONIO TOCORNAL 532;SANTIAGO;-0,334499;-0,706401
4474786;-33.436.057;-70.579.653;COVENTRY 1985;ÑUÑOA;-0,334361;-0,705797
4474800;-3.359.697;-70.587.434;MERIDA 823;PUENTE ALTO;-0,335970;-0,705874
4474802;-33.487.393;-70.644.504;ALCALDE PEDRO ALARCON 818;SAN MIGUEL;-0,334874;-0,706445
4474840;-33.559.787;-70.654.686;VIOLETA PARRA 1310;LA PINTANA;-0,335598;-0,706547
4474851;-33.356.422;-70.745.044;SALAR DEL CARMEN 350;QUILICURA;-0,333564;-0,707450
4474855;-33.470.153;-70.600.408;EXEQUIEL FERNANDEZ 1670;ÑUÑOA;-0,334702;-0,706004
4475060;-33.449.316;-7.063.385;ARGOMEDO 190;SANTIAGO;-0,334493;-0,706339
4475061;-33.571.637;-70.546.308;RABICANO 6782;PUENTE ALTO;-0,335716;-0,705463
4475064;-33.431.561;-7.061.418;DARIO URZUA 1650;PROVIDENCIA;-0,334316;-0,706142
4475065;-33.511.095;-70.662.831;NOVENA AVENIDA 1360;SAN MIGUEL;-0,335111;-0,706628
4475128;-33.451.811;-70.639.582;MANUEL ANTONIO TOCORNAL 661;SANTIAGO;-0,334518;-0,706396
4475157;-33.434.593;-70.599.239;HOLANDA 1748;PROVIDENCIA;-0,334346;-0,705992
4475937;-3.344.398;-7.051.013;CARPAY 11-C;LA REINA;-0,334440;-0,705101
4476794;-33.357.564;-70.518.947;LOS ADOBES 1650;LO BARNECHEA;-0,333576;-0,705189
4476843;-33.533.564;-70.784.095;DOMINGO FAUSTINO SARMIENTO 635;MAIPÚ;-0,335336;-0,707841
4476908;-33.421.503;-70.609.953;NUEVA DE LYON 19;PROVIDENCIA;-0,334215;-0,706100
4476912;-3.339.299;-70.639.974;BISMUTO 534;RECOLETA;-0,333930;-0,706400
4476913;-33.442.601;-70.608.208;PIRINEOS 2115;PROVIDENCIA;-0,334426;-0,706082
4477665;-33.428.657;-7.061.849;GENERAL DEL CANTO 63;PROVIDENCIA;-0,334287;-0,706185
4477858;-33.442.537;-70.599.359;AV LOS LEONES 2580;PROVIDENCIA;-0,334425;-0,705994
4477863;-33.451.923;-70.597.747;ALONSO DE ERCILLA 3055;ÑUÑOA;-0,334519;-0,705977
4477875;-33.418.672;-70.520.055;EL REMANSO 11110;LAS CONDES;-0,334187;-0,705201
4477907;-33.480.706;-70.540.408;MAHUIDANCHE 8910;PEÑALOLEN;-0,334807;-0,705404
4477908;-33.488.343;-70.653.462;ARCANGEL 1218;SAN MIGUEL;-0,334883;-0,706535
4478396;-33.417.472;-70.555.412;ROBINSON CRUSOE 974;LAS CONDES;-0,334175;-0,705554
4478404;-33.448.002;-70.692.631;PORTO SEGURO 4210;ESTACIÓN CENTRAL;-0,334480;-0,706926
4478419;-33.401.702;-70.556.142;LA ORACION 43;LAS CONDES;-0,334017;-0,705561
4480949;-33.395.937;-70.550.342;LAS VERBENAS 8485;LAS CONDES;-0,333959;-0,705503
4481067;-33.416.586;-70.599.507;ROGER DE FLOR 2907;LAS CONDES;-0,334166;-0,705995
4481072;-33.450.137;-70.627.599;SEMINARIO 650;ÑUÑOA;-0,334501;-0,706276
4481075;-3.351.893;-70.610.261;AV PUNTA ARENAS 6900;LA FLORIDA;-0,335189;-0,706103
4481080;-33.395.133;-70.549.392;LAS VERBENAS 8591;LAS CONDES;-0,333951;-0,705494
4481088;-33.372.914;-70.521.777;AV CLUB DE CAMPO 172;VITACURA;-0,333729;-0,705218
4483265;-33.670.396;-70.878.328;CAMINO EL OLIVETO 2184;TALAGANTE;-0,336704;-0,708783
4483311;-3.350.767;-70.576.488;CALLE A 6061;PEÑALOLEN;-0,335077;-0,705765
4483336;-33.592.357;-70.593.305;LOS ACEBOS 1143;PUENTE ALTO;-0,335924;-0,705933
4483338;-33.269.626;-7.063.263;POLO DE MANQUEHUE IV 0;COLINA;-0,332696;-0,706326
4483339;-33.555.259;-70.672.536;GENERAL CELEDON 10260;EL BOSQUE;-0,335553;-0,706725
4483349;-33.520.677;-70.597.968;CALLE NUEVA 120;LA FLORIDA;-0,335207;-0,705980
4484428;-33.524.255;-70.649.123;COVADONGA 6996;SAN MIGUEL;-0,335243;-0,706491
4488041;-3.347.821;-70.620.345;JUAN MITJANS 135;MACUL;-0,334782;-0,706203
4488140;-33.446.227;-70.599.293;HERNAN CORTES 3030;LAS CONDES;-0,334462;-0,705993
4488177;-33.449.195;-70.592.877;MANUEL DE SALAS 655;ÑUÑOA;-0,334492;-0,705929
4491057;-33.451.833;-70.583.822;ORTUZAR 299;ÑUÑOA;-0,334518;-0,705838
4510479;-33.625.451;-70.805.469;LONQUEN SUR PARADERO 18 0;CALERA DE TANGO;-0,336255;-0,708055
